IUCN_species_name,genus,species,common_name,order_e,family_e,diet_inv_e,diet_fruit_e,diet_cat_e,diet_breadth,min_body_size_mm,max_body_size_mm,body_size_mm,min_longevity,max_longevity,longevity,min_home_range,max_home_range,home_range_size,generation_time,IUCN_category
Formicarius analis,Formicarius,analis,Black-faced Antthrush,Passeriformes,Formicariidae,80,10,Invertebrate,0.63903186,1500,1810,1810,NA,NA,NA,0.05,0.16,0.16,2.8,LC
Forpus coelestis,Forpus,coelestis,Pacific Parrotlet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,NA,NA,130,NA,NA,10.4,NA,NA,NA,4.1,LC
Forpus conspicillatus,Forpus,conspicillatus,Spectacled Parrotlet,Psittaciformes,Psittacidae,0,40,PlantSeed,1.054920168,120,130,130,NA,NA,NA,NA,NA,NA,4.1,LC
Forpus passerinus,Forpus,passerinus,Green-rumped Parrotlet,Psittaciformes,Psittacidae,0,30,PlantSeed,1.088899975,120,130,130,NA,NA,11.6,NA,NA,NA,4.1,LC
Forpus spengeli,Forpus,spengeli,Blue-winged Parrotlet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,120,130,130,NA,NA,NA,NA,NA,NA,4.1,LC
Forpus xanthopterygius,Forpus,xanthopterygius,Blue-winged Parrotlet,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,120,130,130,NA,NA,27.9,NA,NA,NA,4.1,LC
Geospiza pauper,Geospiza,pauper,Medium Tree-finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,130,NA,NA,NA,NA,NA,NA,3.8,CR
Geospiza psittacula,Geospiza,psittacula,Large Tree-finch,Passeriformes,Emberizidae,40,20,Omnivore,1.279854226,NA,NA,130,NA,NA,NA,NA,NA,NA,3.8,VU
Geothlypis formosa,Geothlypis,formosa,Kentucky Warbler,Passeriformes,Parulidae,80,10,Invertebrate,0.63903186,NA,NA,130,NA,NA,6.9,NA,NA,0.0021,2.45,LC
Geotrygon montana,Geotrygon,montana,Ruddy Quail-dove,Columbiformes,Columbidae,20,30,Omnivore,1.029653014,210,280,280,NA,NA,NA,NA,NA,0.0058,5.3,LC
Geotrygon violacea,Geotrygon,violacea,Violaceous Quail-dove,Columbiformes,Columbidae,10,40,Omnivore,0.943348392,210,245,245,NA,NA,NA,NA,NA,NA,5,LC
Gnorimopsar chopi,Gnorimopsar,chopi,Chopi Blackbird,Passeriformes,Icteridae,40,20,Omnivore,1.279854226,NA,NA,230,NA,NA,NA,NA,NA,NA,4.6,LC
Grallaria alticola,Grallaria,alticola,Northern Tawny Antpitta,Passeriformes,Formicariidae,80,10,Invertebrate,0.63903186,NA,NA,160,NA,NA,NA,0.005,0.093,0.093,3.5,LC
Grallaria atuensis,Grallaria,atuensis,Southern Tawny Antpitta,Passeriformes,Formicariidae,80,10,Invertebrate,0.63903186,NA,NA,180,NA,NA,NA,0.005,0.093,0.093,3.5,LC
Grallaria quitensis,Grallaria,quitensis,Tawny Antpitta,Passeriformes,Formicariidae,80,10,Invertebrate,0.63903186,160,180,180,NA,NA,NA,NA,NA,NA,3.5,LC
Grallaricula peruviana,Grallaricula,peruviana,Peruvian Antpitta,Passeriformes,Formicariidae,80,20,Invertebrate,0.500402424,NA,NA,100,NA,NA,NA,NA,NA,NA,2.9,NT
Graydidascalus brachyurus,Graydidascalus,brachyurus,Short-tailed Parrot,Psittaciformes,Psittacidae,0,70,FruiNect,0.610864302,NA,NA,240,NA,NA,13.2,NA,NA,NA,5.1,LC
Griseotyrannus aurantioatrocristatus,Griseotyrannus,aurantioatrocristatus,Crowned Slaty Flycatcher,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,165,180,180,NA,NA,6,NA,NA,NA,3.6,LC
Gymnoderus foetidus,Gymnoderus,foetidus,Bare-necked Fruitcrow,Passeriformes,Cotingidae,20,80,FruiNect,0.500402424,300,380,380,NA,NA,NA,NA,NA,NA,4.6,LC
Habia atrimaxillaris,Habia,atrimaxillaris,Black-cheeked Ant-tanager,Passeriformes,Cardinalidae,80,20,Invertebrate,0.500402424,180,190,190,NA,NA,NA,NA,NA,NA,4.2,EN
Habia cristata,Habia,cristata,Crested Ant-tanager,Passeriformes,Cardinalidae,70,30,Invertebrate,0.610864302,NA,NA,190,NA,NA,NA,NA,NA,NA,4.2,LC
Habia fuscicauda,Habia,fuscicauda,Red-throated Ant-tanager,Passeriformes,Cardinalidae,70,20,Invertebrate,0.801818553,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,LC
Habia gutturalis,Habia,gutturalis,Sooty Ant-tanager,Passeriformes,Cardinalidae,90,10,Invertebrate,0.325082973,NA,NA,190,NA,NA,NA,NA,NA,NA,3.49,NT
Habia rubica,Habia,rubica,Red-crowned Ant-tanager,Passeriformes,Cardinalidae,80,20,Invertebrate,0.500402424,170,190,190,NA,NA,NA,NA,NA,NA,3.1,LC
Habia stolzmanni,Habia,stolzmanni,Ochre-breasted Tanger,Passeriformes,Cardinalidae,30,70,FruiNect,0.610864302,NA,NA,170,NA,NA,NA,NA,NA,NA,3.7,LC
Haematoderus militaris,Haematoderus,militaris,Crimson Fruitcrow,Passeriformes,Cotingidae,0,100,FruiNect,0,330,350,350,NA,NA,NA,NA,NA,NA,4.6,LC
Hapalopsittaca amazonina,Hapalopsittaca,amazonina,Rusty-faced Parrot,Psittaciformes,Psittacidae,0,50,Omnivore,0.693147181,NA,NA,230,NA,NA,NA,NA,NA,NA,6.9,VU
Hapalopsittaca fuertesi,Hapalopsittaca,fuertesi,Indigo-winged Parrot,Psittaciformes,Psittacidae,0,100,FruiNect,0,230,240,240,NA,NA,NA,NA,NA,NA,6.9,CR
Hapalopsittaca melanotis,Hapalopsittaca,melanotis,Black-winged Parrot,Psittaciformes,Psittacidae,0,100,FruiNect,0,NA,NA,240,NA,NA,NA,NA,NA,NA,6.9,LC
Hapalopsittaca pyrrhops,Hapalopsittaca,pyrrhops,Red-faced Parrot,Psittaciformes,Psittacidae,0,40,PlantSeed,1.088899975,NA,NA,220,NA,NA,NA,NA,NA,NA,6.9,VU
Hapaloptila castanea,Hapaloptila,castanea,White-faced Nunbird,Piciformes,Bucconidae,70,10,Invertebrate,0.940447989,230,250,250,NA,NA,NA,NA,NA,NA,6.3,LC
Hemithraupis flavicollis,Hemithraupis,flavicollis,Yellow-backed Tanager,Passeriformes,Thraupidae,60,40,Invertebrate,0.673011667,NA,NA,130,NA,NA,NA,NA,NA,NA,2.76,LC
Hemithraupis guira,Hemithraupis,guira,Guira Tanager,Passeriformes,Thraupidae,80,10,Invertebrate,0.63903186,130,140,140,17,18,18,NA,NA,NA,4.6,LC
Herpsilochmus rufimarginatus,Herpsilochmus,rufimarginatus,Rufous-winged Antwren,Passeriformes,Thamnophilidae,90,10,Invertebrate,0.325082973,100,125,125,NA,NA,NA,NA,NA,NA,4.8,LC
Herpsilochmus scapularis,Herpsilochmus,scapularis,Northern Rufous-winged Antwren,Passeriformes,Thamnophilidae,90,10,Invertebrate,0.325082973,100,125,125,NA,NA,NA,NA,NA,NA,4.8,LC
Hesperiphona abeillei,Hesperiphona,abeillei,Hooded Grosbeak,Passeriformes,Fringillidae,0,40,PlantSeed,1.088899975,150,185,185,NA,NA,NA,NA,NA,NA,3.3,LC
Heterocercus flavivertex,Heterocercus,flavivertex,Yellow-crested Manakin,Passeriformes,Pipridae,50,50,Omnivore,0.693147181,NA,NA,140,NA,NA,NA,NA,NA,NA,4.4,LC
Heterocercus linteatus,Heterocercus,linteatus,Flame-crested Manakin,Passeriformes,Pipridae,50,50,Omnivore,0.693147181,NA,NA,140,6.83,18,18,NA,NA,NA,4.4,LC
Heterospingus rubrifrons,Heterospingus,rubrifrons,Sulphur-rumped Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,150,NA,NA,NA,NA,NA,NA,3.39,LC
Heterospingus xanthopygius,Heterospingus,xanthopygius,Scarlet-browed Tanager,Passeriformes,Thraupidae,70,20,Invertebrate,0.801818553,NA,NA,170,17,18,18,NA,NA,NA,3.53,LC
Hylatomus fuscipennis,Hylatomus,fuscipennis,Dusky-winged Woodpecker,Piciformes,Picidae,80,10,Invertebrate,0.63903186,315,360,360,NA,NA,NA,NA,NA,NA,5.8,LC
Hylatomus lineatus,Hylatomus,lineatus,Lineated Woodpecker,Piciformes,Picidae,80,10,Invertebrate,0.63903186,315,360,360,NA,NA,NA,NA,NA,0.0084,5.8,LC
Hylocichla mustelina,Hylocichla,mustelina,Wood Thrush,Passeriformes,Turdidae,60,40,Invertebrate,0.673011667,190,210,210,NA,NA,10.2,0.008,0.04,0.04,4.1,NT
Hylophilus amaurocephalus,Hylophilus,amaurocephalus,Grey-eyed Greenlet,Passeriformes,Vireonidae,60,20,Invertebrate,0.950270539,NA,NA,110,NA,NA,NA,NA,NA,NA,5.2,LC
Hylophilus olivaceus,Hylophilus,olivaceus,Olivaceous Greenlet,Passeriformes,Vireonidae,90,10,Invertebrate,0.325082973,NA,NA,120,NA,NA,NA,NA,NA,NA,5.2,NT
Hylophilus pectoralis,Hylophilus,pectoralis,Ashy-headed Greenlet,Passeriformes,Vireonidae,80,20,Invertebrate,0.500402424,NA,NA,120,NA,NA,NA,NA,NA,NA,5.52,LC
Hylophilus poicilotis,Hylophilus,poicilotis,Rufous-crowned Greenlet,Passeriformes,Vireonidae,70,30,Invertebrate,0.610864302,NA,NA,125,NA,NA,NA,NA,NA,NA,5.2,LC
Hylorchilus sumichrasti,Hylorchilus,sumichrasti,Sumichrast's Wren,Passeriformes,Troglodytidae,80,20,Invertebrate,0.500402424,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,NT
Hypnelus bicinctus,Hypnelus,bicinctus,Russet-throated Puffbird,Piciformes,Bucconidae,90,10,Invertebrate,0.325082973,200,210,210,NA,NA,NA,NA,NA,NA,6.3,LC
Hypnelus ruficollis,Hypnelus,ruficollis,Russet-throated Puffbird,Piciformes,Bucconidae,90,10,Invertebrate,0.325082973,200,220,220,NA,NA,NA,NA,NA,NA,6.3,LC
Hypopyrrhus pyrohypogaster,Hypopyrrhus,pyrohypogaster,Red-bellied Grackle,Passeriformes,Icteridae,40,20,Omnivore,1.279854226,NA,NA,315,NA,NA,NA,NA,NA,NA,4.6,VU
Icteria virens,Icteria,virens,Yellow-breasted Chat,Passeriformes,Parulidae,80,20,Invertebrate,0.500402424,NA,NA,180,NA,NA,8.9,0.04,1.3,1.3,2.54,LC
Icterus auricapillus,Icterus,auricapillus,Orange-crowned Oriole,Passeriformes,Icteridae,50,20,Omnivore,1.029653014,NA,NA,180,7,8,8,NA,NA,NA,3,LC
Icterus croconotus,Icterus,croconotus,Orange-backed Troupial,Passeriformes,Icteridae,30,40,FruiNect,1.088899975,NA,NA,230,NA,NA,NA,NA,NA,NA,5.1,LC
Icterus fuertesi,Icterus,fuertesi,Orchard Oriole,Passeriformes,Icteridae,40,20,Omnivore,1.279854226,150,180,180,9,10.9,10.9,NA,NA,NA,5.1,LC
Icterus galbula,Icterus,galbula,Baltimore Oriole,Passeriformes,Icteridae,60,20,Invertebrate,0.950270539,168,188,188,NA,14,14,0.0063,0.0174,0.0174,5,LC
Icterus graduacauda,Icterus,graduacauda,Audubon's Oriole,Passeriformes,Icteridae,60,30,Invertebrate,0.897945725,190,240,240,NA,NA,NA,NA,NA,NA,3,LC
Icterus gularis,Icterus,gularis,Altamira Oriole,Passeriformes,Icteridae,70,10,Invertebrate,0.801818553,210,250,250,NA,NA,NA,NA,NA,NA,3.1,LC
Icterus leucopteryx,Icterus,leucopteryx,Jamaican Oriole,Passeriformes,Icteridae,50,30,Omnivore,1.029653014,NA,NA,210,NA,NA,12.2,NA,NA,NA,5.1,LC
Icterus prosthemelas,Icterus,prosthemelas,Black-cowled Oriole,Passeriformes,Icteridae,20,40,FruiNect,1.054920168,185,210,210,NA,NA,NA,NA,NA,NA,3,LC
Icterus pustulatus,Icterus,pustulatus,Streak-backed Oriole,Passeriformes,Icteridae,60,20,Invertebrate,1.088899975,190,210,210,NA,NA,NA,NA,NA,NA,2.9,LC
Inezia inornata,Inezia,inornata,Plain Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,100,NA,NA,NA,NA,NA,NA,3.6,LC
Iodopleura fusca,Iodopleura,fusca,Dusky Purpletuft,Passeriformes,Cotingidae,70,30,Invertebrate,0.610864302,NA,NA,110,NA,NA,NA,NA,NA,NA,4.6,LC
Iodopleura isabellae,Iodopleura,isabellae,White-browed Purpletuft,Passeriformes,Cotingidae,70,30,Invertebrate,0.610864302,110,120,120,NA,NA,NA,NA,NA,NA,4.6,LC
Iridophanes pulcherrimus,Iridophanes,pulcherrimus,Golden-collared Honeycreeper,Passeriformes,Thraupidae,10,70,FruiNect,0.940447989,NA,NA,110,NA,NA,NA,NA,NA,NA,3.7,LC
Iridosornis analis,Iridosornis,analis,Yellow-throated Tanager,Passeriformes,Thraupidae,40,30,Omnivore,1.088899975,150,160,160,NA,NA,NA,NA,NA,NA,3.7,LC
Iridosornis jelskii,Iridosornis,jelskii,Golden-collared Tanager,Passeriformes,Thraupidae,30,50,Omnivore,1.029653014,NA,NA,140,NA,NA,NA,NA,NA,NA,3.7,LC
Iridosornis porphyrocephalus,Iridosornis,porphyrocephalus,Purplish-mantled Tanager,Passeriformes,Thraupidae,0,100,FruiNect,0,NA,NA,140,NA,NA,NA,NA,NA,NA,3.7,NT
Iridosornis reinhardti,Iridosornis,reinhardti,Yellow-scarfed Tanager,Passeriformes,Thraupidae,20,40,Omnivore,1.054920168,NA,NA,165,NA,NA,NA,NA,NA,NA,3.7,LC
Iridosornis rufivertex,Iridosornis,rufivertex,Golden-crowned Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,NA,NA,150,NA,NA,NA,NA,NA,NA,3.7,LC
Islerothraupis cristata,Islerothraupis,cristata,Flame-crested Tanager,Passeriformes,Thraupidae,30,50,Omnivore,1.16828245,NA,NA,150,NA,NA,NA,NA,NA,NA,3.7,LC
Islerothraupis luctuosa,Islerothraupis,luctuosa,White-shouldered Tanager,Passeriformes,Thraupidae,80,20,Invertebrate,0.500402424,130,140,140,NA,NA,NA,NA,NA,NA,2.7,LC
Islerothraupis rufiventer,Islerothraupis,rufiventer,Yellow-crested Tanager,Passeriformes,Thraupidae,50,50,Omnivore,0.693147181,150,155,155,NA,NA,NA,NA,NA,NA,3.7,LC
Lampropsar tanagrinus,Lampropsar,tanagrinus,Velvet-fronted Grackle,Passeriformes,Icteridae,50,50,Omnivore,0.693147181,190,203,203,NA,NA,NA,NA,NA,NA,4.6,LC
Lamprospiza melanoleuca,Lamprospiza,melanoleuca,Red-billed Pied Tanager,Passeriformes,Thraupidae,30,40,Omnivore,1.088899975,170,180,180,NA,NA,NA,NA,NA,NA,3.7,LC
Laniisoma buckleyi,Laniisoma,buckleyi,Andean Laniisoma,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,173,180,180,NA,NA,NA,NA,NA,NA,4.6,NT
Lanio leucothorax,Lanio,leucothorax,White-throated Shrike-tanager,Passeriformes,Thraupidae,70,30,Invertebrate,0.610864302,NA,NA,200,NA,NA,NA,NA,NA,NA,3.7,LC
Lanio versicolor,Lanio,versicolor,White-winged Shrike-tanager,Passeriformes,Thraupidae,70,30,Invertebrate,0.610864302,130,150,150,NA,NA,NA,NA,NA,NA,3.7,LC
Laniocera hypopyrra,Laniocera,hypopyrra,Cinereous Mourner,Passeriformes,Cotingidae,80,20,Invertebrate,0.500402424,200,210,210,NA,NA,NA,NA,NA,NA,4.6,LC
Laniocera rufescens,Laniocera,rufescens,Speckled Mourner,Passeriformes,Cotingidae,30,70,FruiNect,0.610864302,190,210,210,NA,NA,NA,NA,NA,NA,4.6,LC
Legatus leucophaius,Legatus,leucophaius,Piratic Flycatcher,Passeriformes,Tyrannidae,30,70,FruiNect,0.610864302,145,170,170,NA,NA,NA,NA,NA,0.007,3.6,LC
Leiothlypis celata,Leiothlypis,celata,Orange-crowned Warbler,Passeriformes,Parulidae,70,20,Invertebrate,0.801818553,110,140,140,NA,NA,8.6,NA,NA,NA,2.27,LC
Leiothlypis peregrina,Leiothlypis,peregrina,Tennessee Warbler,Passeriformes,Parulidae,70,20,Invertebrate,0.801818553,100,130,130,NA,NA,6.4,NA,NA,NA,2.09,LC
Leiothlypis ruficapilla,Leiothlypis,ruficapilla,Nashville Warbler,Passeriformes,Parulidae,80,10,Invertebrate,0.63903186,NA,NA,120,NA,NA,10.17,0.5,1.1,1.1,3.5,LC
Lepidothrix coeruleocapilla,Lepidothrix,coeruleocapilla,Cerulean-capped Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,NA,NA,85,NA,NA,NA,NA,NA,NA,4.2,LC
Lepidothrix coronata,Lepidothrix,coronata,Blue-crowned Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,80,90,90,NA,NA,NA,0.015,0.129,0.129,4.1,LC
Lepidothrix isidorei,Lepidothrix,isidorei,Blue-rumped Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,NA,NA,75,NA,NA,NA,NA,NA,NA,4.2,NT
Lepidothrix nattereri,Lepidothrix,nattereri,Snow-capped Manakin,Passeriformes,Pipridae,30,70,FruiNect,0.610864302,85,260,92,NA,NA,NA,NA,NA,NA,4.2,LC
Lepidothrix suavissima,Lepidothrix,suavissima,Orange-bellied Manakin,Passeriformes,Pipridae,40,60,FruiNect,0.673011667,NA,NA,90,NA,NA,NA,NA,NA,NA,4.2,LC
Leptopogon amaurocephalus,Leptopogon,amaurocephalus,Sepia-capped Flycatcher,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,120,140,140,NA,NA,NA,NA,NA,0.03,3.6,LC
Leptopogon rufipectus,Leptopogon,rufipectus,Rufous-breasted Flycatcher,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,NA,NA,130,NA,NA,NA,NA,NA,NA,3.6,LC
Leptopogon superciliaris,Leptopogon,superciliaris,Slaty-capped Flycatcher,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,NA,NA,135,NA,NA,NA,NA,NA,NA,3.6,LC
Leptopogon taczanowskii,Leptopogon,taczanowskii,Inca Flycatcher,Passeriformes,Tyrannidae,80,20,Invertebrate,0.500402424,NA,NA,130,NA,NA,NA,NA,NA,NA,3.6,NT
Leptosittaca branickii,Leptosittaca,branickii,Golden-plumed Parakeet,Psittaciformes,Psittacidae,0,40,PlantSeed,0.673011667,355,380,380,NA,NA,NA,NA,NA,NA,3.3,VU
Leptotila battyi,Leptotila,battyi,Brown-backed Dove,Columbiformes,Columbidae,10,20,PlantSeed,0.801818553,235,NA,260,NA,NA,NA,NA,NA,NA,4.6,VU
Leptotila conoveri,Leptotila,conoveri,Tolima Dove,Doves and pigeons,Doves and pigeons,10,20,PlantSeed,0.801818553,225,250,250,NA,NA,NA,NA,NA,NA,4.7,EN
Leptotila megalura,Leptotila,megalura,White-faced Dove,Columbiformes,Columbidae,10,20,PlantSeed,0.801818553,290,320,320,NA,NA,NA,NA,NA,NA,4.2,LC
Leptotila pallida,Leptotila,pallida,Pallid Dove,Columbiformes,Columbidae,10,20,PlantSeed,0.801818553,230,260,260,NA,NA,NA,NA,NA,NA,4.2,LC
Leptotila plumbeiceps,Leptotila,plumbeiceps,Grey-headed Dove,Columbiformes,Columbidae,10,20,PlantSeed,0.801818553,230,260,260,NA,NA,NA,NA,NA,NA,4.2,LC
Leptotila rufaxilla,Leptotila,rufaxilla,Grey-fronted Dove,Columbiformes,Columbidae,10,10,PlantSeed,0.63903186,NA,NA,280,NA,NA,NA,NA,NA,NA,4.2,LC
Leptotila verreauxi,Leptotila,verreauxi,White-tipped Dove,Columbiformes,Columbidae,20,20,PlantSeed,0.950270539,250,310,310,NA,NA,8.6,NA,NA,NA,4.6,LC
Leptotrygon veraguensis,Leptotrygon,veraguensis,Olive-backed Quail-dove,Columbiformes,Columbidae,30,30,Omnivore,1.088899975,210,245,245,NA,NA,NA,NA,NA,NA,5.4,LC
Leuconotopicus fumigatus,Leuconotopicus,fumigatus,Smoky-brown Woodpecker,Piciformes,Picidae,80,20,Invertebrate,0.500402424,NA,NA,180,NA,NA,NA,NA,NA,NA,2.8,LC
Leuconotopicus stricklandi,Leuconotopicus,stricklandi,Strickland's Woodpecker,Piciformes,Picidae,80,10,Invertebrate,0.63903186,180,190,190,NA,NA,NA,NA,NA,NA,3.2,LC
Leuconotopicus villosus,Leuconotopicus,villosus,Hairy Woodpecker,Piciformes,Picidae,70,10,Invertebrate,0.940447989,NA,NA,250,NA,NA,15.92,0.0065,0.026,0.026,3.1,LC
Lipaugus fuscocinereus,Lipaugus,fuscocinereus,Dusky Piha,Passeriformes,Cotingidae,30,70,FruiNect,0.610864302,NA,NA,330,NA,NA,NA,NA,NA,0.042,4.6,LC
Lipaugus streptophorus,Lipaugus,streptophorus,Rose-collared Piha,Passeriformes,Cotingidae,20,80,FruiNect,0.500402424,NA,NA,225,NA,NA,NA,NA,NA,NA,4.6,LC
Lipaugus unirufus,Lipaugus,unirufus,Rufous Piha,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,229,241,241,NA,NA,NA,NA,NA,NA,5.3,LC
Lipaugus uropygialis,Lipaugus,uropygialis,Scimitar-winged Piha,Passeriformes,Cotingidae,40,60,FruiNect,0.673011667,NA,NA,300,NA,NA,NA,NA,NA,NA,4.6,VU
Lipaugus vociferans,Lipaugus,vociferans,Screaming Piha,Passeriformes,Cotingidae,50,50,Omnivore,0.693147181,240,280,280,NA,NA,NA,NA,NA,NA,4.6,LC
Lipaugus weberi,Lipaugus,weberi,Chestnut-capped Piha,Passeriformes,Cotingidae,20,80,FruiNect,0.500402424,240,250,250,NA,NA,NA,NA,NA,NA,4.6,CR
Lophura nycthemera,Lophura,nycthemera,Silver Pheasant,Galliformes,Phasianidae,30,30,Omnivore,1.088899975,700,1250,1250,NA,NA,NA,NA,NA,NA,5,LC
Machaeropterus deliciosus,Machaeropterus,deliciosus,Club-winged Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,95,100,100,NA,NA,NA,NA,NA,NA,4.4,LC
Machaeropterus pyrocephalus,Machaeropterus,pyrocephalus,Fiery-capped Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,80,90,90,NA,NA,NA,NA,NA,NA,4.4,LC
Machaeropterus striolatus,Machaeropterus,striolatus,Striped Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,90,103,103,NA,NA,NA,NA,NA,NA,4.4,LC
Macroagelaius imthurni,Macroagelaius,imthurni,Golden-tufted Grackle,Passeriformes,Icteridae,40,20,Omnivore,1.279854226,NA,NA,280,NA,NA,NA,NA,NA,NA,4.6,LC
Macroagelaius subalaris,Macroagelaius,subalaris,Mountain Grackle,Passeriformes,Icteridae,40,20,Omnivore,1.279854226,270,300,300,NA,NA,NA,NA,NA,NA,4.6,EN
Manacus aurantiacus,Manacus,aurantiacus,Orange-collared Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,NA,NA,100,NA,NA,NA,NA,NA,NA,2.97,LC
Manacus candei,Manacus,candei,White-collared Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,110,120,120,NA,NA,NA,NA,NA,NA,3.1,LC
Manacus manacus,Manacus,manacus,White-bearded Manakin,Passeriformes,Pipridae,10,90,FruiNect,0.325082973,100,110,110,14,17,14,0.0025,0.0021,0.0021,6.3,LC
Manacus vitellinus,Manacus,vitellinus,Golden-collared Manakin,Passeriformes,Pipridae,20,80,FruiNect,0.500402424,100,110,110,NA,NA,NA,NA,NA,NA,3.04,LC
Margarops fuscatus,Margarops,fuscatus,Pearly-eyed Thrasher,Passeriformes,Mimidae,20,40,FruiNect,1.470808476,200,300,300,NA,NA,17,0.021,0.179,0.179,5.3,LC
Maschalethraupis surinama,Maschalethraupis,surinama,Fulvous-crested Tanager,Passeriformes,Thraupidae,50,40,Omnivore,0.943348392,150,170,170,NA,NA,NA,NA,NA,NA,3.7,LC
Masius chrysopterus,Masius,chrysopterus,Golden-winged Manakin,Passeriformes,Pipridae,50,50,Omnivore,0.693147181,NA,NA,110,NA,NA,NA,NA,NA,1,4.4,LC
Mecocerculus hellmayri,Mecocerculus,hellmayri,Buff-banded Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,110,NA,NA,NA,NA,NA,NA,3.6,LC
Mecocerculus leucophrys,Mecocerculus,leucophrys,White-throated Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,110,140,140,NA,NA,NA,0.68,6.14,6.14,3.6,LC
Mecocerculus minor,Mecocerculus,minor,Sulphur-bellied Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,115,120,120,NA,NA,NA,NA,NA,NA,3.6,LC
Mecocerculus poecilocercus,Mecocerculus,poecilocercus,White-tailed Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,110,NA,NA,NA,NA,NA,NA,3.6,LC
Mecocerculus stictopterus,Mecocerculus,stictopterus,White-banded Tyrannulet,Passeriformes,Tyrannidae,90,10,Invertebrate,0.325082973,NA,NA,130,NA,NA,NA,NA,NA,0.042,3.6,LC
Megarynchus pitangua,Megarynchus,pitangua,Boat-billed Flycatcher,Passeriformes,Tyrannidae,70,10,Invertebrate,0.940447989,215,240,240,NA,NA,NA,NA,NA,NA,3.86,LC
Melanerpes aurifrons,Melanerpes,aurifrons,Golden-fronted Woodpecker,Piciformes,Picidae,40,30,Omnivore,1.279854226,220,260,260,5.7,NA,5.7,0.144,0.417,0.249,5.8,LC
Melanerpes candidus,Melanerpes,candidus,White Woodpecker,Piciformes,Picidae,20,60,FruiNect,0.950270539,240,290,290,NA,NA,NA,NA,NA,NA,5.1,LC
Melanerpes chrysauchen,Melanerpes,chrysauchen,Golden-naped Woodpecker,Piciformes,Picidae,60,40,Invertebrate,0.673011667,170,180,180,NA,NA,NA,NA,NA,NA,2.8,LC
Melanerpes chrysogenys,Melanerpes,chrysogenys,Golden-cheeked Woodpecker,Piciformes,Picidae,80,10,Invertebrate,0.63903186,190,220,220,NA,NA,NA,NA,NA,NA,2.8,LC
Melanerpes cruentatus,Melanerpes,cruentatus,Yellow-tufted Woodpecker,Piciformes,Picidae,50,50,Omnivore,0.693147181,NA,NA,190,NA,NA,NA,NA,NA,NA,5.1,LC
Melanerpes flavifrons,Melanerpes,flavifrons,Yellow-fronted Woodpecker,Piciformes,Picidae,30,40,Omnivore,1.088899975,NA,NA,170,NA,NA,NA,NA,NA,0.0034,5.1,LC
Melanerpes formicivorus,Melanerpes,formicivorus,Acorn Woodpecker,Piciformes,Picidae,20,10,PlantSeed,1.088899975,210,230,230,NA,NA,24,NA,NA,0.06,5.6,LC
Melanerpes hypopolius,Melanerpes,hypopolius,Grey-breasted Woodpecker,Piciformes,Picidae,40,60,FruiNect,0.673011667,190,210,210,NA,NA,NA,1.6,3.8,2.7,3,LC
Melanerpes pucherani,Melanerpes,pucherani,Black-cheeked Woodpecker,Piciformes,Picidae,60,20,Invertebrate,1.088899975,170,190,190,NA,NA,NA,NA,NA,NA,3,LC
Melanerpes pulcher,Melanerpes,pulcher,Beautiful Woodpecker,Piciformes,Picidae,60,40,Invertebrate,0.673011667,170,180,180,NA,NA,NA,NA,NA,NA,5.1,LC
Melanerpes pygmaeus,Melanerpes,pygmaeus,Yucatan Woodpecker,Piciformes,Picidae,60,30,Invertebrate,0.897945725,160,180,180,NA,NA,NA,NA,NA,NA,2.6,LC
