IUCN_species_name,common_name,family,genus,species,subspecies,diet_cat,diet_breadth,IUCN_category,mean_human_fp_range_2010,mean_human_fp_range_2020,percent_change_hf_2010_2020
Thomasomys onkiro,Ashaninka Oldfield mouse,Cricetidae,Thomasomys,onkiro,NA,Omnivore,1.366158848,VU,220.0151657,375.7534395,70.78524487
Thomasomys oreas,Montane Oldfield mouse,Cricetidae,Thomasomys,oreas,NA,Omnivore,1.366158848,LC,552.1437288,718.163061,30.0681369
Thomasomys paramorum,Paramo oldfield mouse,Cricetidae,Thomasomys,paramorum,NA,Omnivore,1.366158848,LC,770.6697607,1020.760473,32.45108667
Thomasomys popayanus,Popayán Oldfield mouse,Cricetidae,Thomasomys,popayanus,NA,Omnivore,1.366158848,DD,675.5589774,795.7416025,17.79010111
Thomasomys praetor,Cajamarca Oldfield mouse,Cricetidae,Thomasomys,praetor,NA,Omnivore,1.366158848,DD,914.0544723,1109.207681,21.35028213
Thomasomys princeps,Principal Thomasomys,Cricetidae,Thomasomys,princeps,NA,Omnivore,1.366158848,DD,1425.217858,1686.406891,18.3262532
Thomasomys pyrrhonotus,Thomas's Oldfield mouse,Cricetidae,Thomasomys,pyrrhonotus,NA,Omnivore,1.366158848,VU,901.7950901,1092.770442,21.17724456
Thomasomys rosalinda,Rosalinda's Oldfield mouse,Cricetidae,Thomasomys,rosalinda,NA,Omnivore,1.366158848,EN,670.1303947,851.4357178,27.05523053
Thomasomys silvestris,Forest Oldfield mouse,Cricetidae,Thomasomys,silvestris,NA,Omnivore,1.366158848,LC,1165.805782,1585.209878,35.97546879
Thomasomys taczanowskii,Taczanowski's Oldfield mouse,Cricetidae,Thomasomys,taczanowskii,NA,Omnivore,1.366158848,LC,885.088637,1122.864965,26.86469102
Thomasomys ucucha,Ucucha thomasomys,Cricetidae,Thomasomys,ucucha,NA,Omnivore,1.366158848,VU,1042.908145,1357.053533,30.12205714
Thomasomys vestitus,Dressy oldfield mouse,Cricetidae,Thomasomys,vestitus,NA,Omnivore,1.366158848,LC,997.4398654,1097.70338,10.05208612
Thomasomys vulcani,Pinchicha Oldfield mouse,Cricetidae,Thomasomys,vulcani,NA,Omnivore,1.366158848,LC,907.9904925,1259.098076,38.66864091
Thylamys citellus,Mesopotamian Fat-tailed Mouse Opossum,Didelphidae,Thylamys,citellus,NA,Invertebrate,0.63903186,LC,810.7678457,981.5267008,21.06137485
Thylamys elegans,Elegant fat-tailed mouse opossum,Didelphidae,Thylamys,elegans,NA,Invertebrate,0.63903186,LC,922.8908986,1206.196391,30.69761472
Tlacuatzin canescens,Grayish mouse opossum,Didelphidae,Tlacuatzin,canescens,NA,Omnivore,1.418483662,LC,645.1280801,857.3396891,32.89449267
Tonatia bidens,Greater round-eared bat,Phyllostomidae,Tonatia,bidens,NA,Invertebrate,0.325082973,DD,765.1624225,974.7746975,27.39448107
Tonatia saurophila,Stripe-headed round-eared bat,Phyllostomidae,Tonatia,saurophila,NA,Invertebrate,0.325082973,LC,306.468579,390.1682665,27.31101759
Toromys rhipidurus,Peruvian armored tree-rat,Echimyidae,Toromys,rhipidurus,NA,FruiNect,0.500402424,DD,208.9549704,271.4653773,29.91573104
Trachops cirrhosus,Fringe-lipped bat,Phyllostomidae,Trachops,cirrhosus,NA,Omnivore,0.943348392,LC,439.4724319,572.1733821,30.19551184
Transandinomys bolivaris,Long-whiskered rice rat,Cricetidae,Transandinomys,bolivaris,NA,PlantSeed,1.33217904,LC,649.8222787,812.3643599,25.01331311
Transandinomys talamancae,Talamancan Rice Rat,Cricetidae,Transandinomys,talamancae,NA,PlantSeed,1.33217904,LC,954.7547828,1136.562419,19.04233831
Tremarctos ornatus,Spectacled bear,Ursidae,Tremarctos,ornatus,NA,FruiNect,0.500402424,VU,395.7988767,498.7517819,26.01141926
Trinycteris nicefori,Niceforo's big-eared bat,Phyllostomidae,Trinycteris,nicefori,NA,Invertebrate,0.500402424,LC,372.8204164,472.6147051,26.76738836
Tylomys fulviventer,Fulvous-bellied climbing rat ,Cricetidae,Tylomys,fulviventer,NA,PlantSeed,0.63903186,DD,97.55722758,148.1196505,51.82847455
Tylomys mirae,Mira climbing rat,Cricetidae,Tylomys,mirae,NA,PlantSeed,0.63903186,LC,561.4978424,679.0777059,20.94039454
Tylomys nudicaudus,Peters's climbing rat,Cricetidae,Tylomys,nudicaudus,NA,PlantSeed,0.63903186,LC,1045.152394,1271.394019,21.64675943
Tylomys panamensis,Panamanian climbing rat,Cricetidae,Tylomys,panamensis,NA,PlantSeed,0.63903186,DD,163.9215991,183.1946368,11.75747296
Tylomys tumbalensis,Tumbala climbing rat,Cricetidae,Tylomys,tumbalensis,NA,PlantSeed,0.63903186,CR,1087.822918,1170.597412,7.609188283
Tylomys watsoni,Watson's climbing rat,Cricetidae,Tylomys,watsoni,NA,PlantSeed,0.63903186,LC,1013.419306,1159.529316,14.41752779
Urocyon cinereoargenteus,Gray fox,Canidae,Urocyon,cinereoargenteus,NA,Omnivore,1.557113098,LC,861.0433295,1146.211166,33.11887178
Uroderma bilobatum,Tent-making bat,Phyllostomidae,Uroderma,bilobatum,NA,FruiNect,0.63903186,LC,335.2397921,446.278934,33.12230365
Uroderma magnirostrum,Brown tent-making bat,Phyllostomidae,Uroderma,magnirostrum,NA,FruiNect,0.63903186,LC,365.250269,481.1912725,31.74289341
Ursus americanus,American black bear,Ursidae,Ursus,americanus,NA,Omnivore,1.16828245,LC,318.2043888,432.8267673,36.02162087
Vampyressa melissa,Melissa's yellow-eared bat,Phyllostomidae,Vampyressa,melissa,NA,FruiNect,0,VU,454.768215,597.9645076,31.48775306
Vampyressa thyone,Northern little yellow-eared bat,Phyllostomidae,Vampyressa,thyone,NA,FruiNect,0,LC,471.186525,593.9028923,26.04411647
Vampyriscus bidens,Bidentate Yellow-eared Bat,Phyllostomidae,Vampyriscus,bidens,NA,FruiNect,0,LC,206.7267703,285.6411877,38.1732938
Vampyriscus brocki,Brock's yellow-eared bat,Phyllostomidae,Vampyriscus,brocki,NA,FruiNect,0,LC,96.58548939,134.6390458,39.39883373
Vampyriscus nymphaea,Striped yellow-eared bat,Phyllostomidae,Vampyriscus,nymphaea,NA,FruiNect,0,LC,726.2268176,850.989384,17.17955925
Vampyrodes caraccioli,Stripe-faced vampire bat,Phyllostomidae,Vampyrodes,caraccioli,NA,FruiNect,0,LC,224.6683802,311.2338464,38.53032905
Vampyrodes major,NA,Phyllostomidae,Vampyrodes,major,NA,FruiNect,0,LC,867.0631884,1057.650845,21.98082671
Vampyrum spectrum,Spectral bat,Phyllostomidae,Vampyrum,spectrum,NA,VertFishScav,0.63903186,NT,472.5854767,593.9160586,25.67378556
